PROCESSO_ANATEL;PROTOCOLO_DATA;ACORDO_TIPO;PRESTADORA_1_CNPJ;PRESTADORA_1;PRESTADORA_1_SERV_MOD;PRESTADORA_2_CNPJ;PRESTADORA_2;PRESTADORA_2_SERV_MOD;DESPACHO_DECISORIO_SEI;DESPACHO_DECISORIO_DATA;CONCLUSAO_DATA;OBSERVACAO
53508.007248/2015-41;05/08/2015;CONTRATO;02.421.421/0001-11;INTELIG TELECOMUNICAÇÕES LTDA;STFC-LOCAL;18.996.247/0001-75;BLUE TELECOMUNICAÇÕES DO BRASIL LTDA;STFC-LOCAL;94;22/09/2015;25/09/2015;Classe: I. Localização: SEI. 
53508.007249/2015-96;05/08/2015;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;SMP;18.996.247/0001-75;BLUE TELECOMUNICAÇÕES DO BRASIL LTDA;STFC-LOCAL;96;22/09/2015;25/09/2015;Classe: II. Localização: SEI. Consta também o documento 535080083312015 (LOCAL - LD).
53500.203341/2015-55;12/08/2015;CONTRATO;71.208.516/0001-74;ALGAR TELECOM S/A;STFC-LOCAL/LDN/LDI;12.935.241/0001-01;CITTÁ TELECOM LTDA;STFC-LOCAL/LDN/LDI;93;22/09/2015;25/09/2015;Classe: I. Localização: SEI. Consta também o documento 535080083322015 (SMP - LD).
53508.007432/2015-91;14/08/2015;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LDN/LDI;08.316.162/0001-45;RST SERVIÇOS DE TELECOMUNICAÇÕES LTDA;STFC-LOCAL;101/2015;13/10/2015;27/10/2015;Classe: I. Localização: SEI. 
53516.004898/2015-36;18/08/2015;CONTRATO;03.420.926/0001-24;GLOBAL VILLAGE TELECOM S.A. (GVT);STFC-LOCAL/LDN/LDI;18.996.247/0001-75;BLUE TELECOMUNICAÇÕES DO BRASIL LTDA;STFC-LOCAL/LDN/LDI;103;10/11/2015;01/12/2015;Classe: I. Localização: SEI. 
53504.013778/2015-69;21/08/2015;CONTRATO;02.558.157/0001-62;TELEFÔNICA BRASIL S.A.;STFC-LOCAL/LDN/LDI;07.775.840/0001-75;TUBARON TECNOLOGIAS LTDA;STFC-LOCAL/LDN/LDI;100/2015;29/09/2015;07/10/2015;Classe: I. Localização: SEI. 
53500.204538/2015-10;03/09/2015;CONTRATO;01.371.416/0001-89;SERCOMTEL S.A. - TELECOMUNICAÇÕES;SMP;03.420.926/0001-24;GLOBAL VILLAGE TELECOM S.A. (GVT);STFC-LOCAL;16;08/03/2016;11/03/2016;Classe: II. Localização: SEI. 
53508.007778/2015-90;08/09/2015;CONTRATO;05.423.963/0001-11;OI MÓVEL S.A.;SMP;08.241.841/0001-40;WIRELESSCONECTION SERVIÇOS DE TELECOMUNICAÇÕES LTDA;STFC-LOCAL;102/2015;13/10/2015;27/10/2015;Classe: II. Localização: SEI. 
53508.007922/2015-98;16/09/2015;CONTRATO;40.432.544/0001-47;CLARO S.A.;SMP;07.775.840/0001-75;TUBARON TECNOLOGIAS LTDA;STFC-LOCAL/LDN/LDI;106;20/11/2015;01/12/2015;Classe: II. Localização: SEI. 
53508.008041/2015-94;24/09/2015;CONTRATO;76.535.764/0001-43;OI S.A.;STFC-LOCAL;13.114.336/0001-27;ADYLNET ACESSO A INTERNET LTDA;STFC-LDN;109;20/11/2015;01/12/2015;Classe: I. Localização: SEI. 
53516.005953/2015-13;24/09/2015;CONTRATO;03.420.926/0001-24;GLOBAL VILLAGE TELECOM S.A. (GVT);STFC-LOCAL/LDN/LDI;18.515.241/0001-85;MIGTEL TELECOMUNICAÇÕES LTDA;STFC-LOCAL/LDN/LDI;111;20/11/2015;01/12/2015;Classe: I. Localização: SEI. Ofícido de Exigência valores VU-M. Reiteração Exigência.
53516.005954/2015-50;24/09/2015;CONTRATO;03.420.926/0001-24;GLOBAL VILLAGE TELECOM S.A. (GVT);STFC-LOCAL/LDN/LDI;08.228.429/0001-42;BRASILFONE TELECOMUNICAÇÕES LTDA - ME;STFC-LOCAL/LDN/LDI;110;20/11/2015;01/12/2015;Classe: I. Localização: SEI. Consta também o documento 535080130642014 (LOCAL - LOCAL). Aguarda adequação bill'n'keep.
53500.014485/2013-77;24/09/2015;ADITIVO;76.535.764/0001-43;OI S.A.;STFC-LDN/LDI;13.114.336/0001-27;ADYLNET ACESSO A INTERNET LTDA;STFC-LOCAL;121129;14/12/2015;14/12/2015;Classe: I. Localização: SEI. Enviado para digitalização e inclusão no SEI. Pactuação já incluída na planilha de VU-Ms.
53500.014486/2013-11;24/09/2015;ADITIVO;76.535.764/0001-43;OI S.A.;STFC-LOCAL;13.114.336/0001-27;ADYLNET ACESSO A INTERNET LTDA;STFC-LOCAL;120971;14/12/2015;14/12/2015;Classe: I. Localização: SEI. 
53508.008104/2015-11;28/09/2015;CONTRATO;40.432.544/0001-47;CLARO S.A.;SMP;07.625.852/0001-13;TELEXPERTS TELECOMUNICAÇÕES LTDA - EPP (TELECALL);STFC-LOCAL/LDN/LDI;18;05/02/2016;17/02/2016;Classe: II. Localização: SEI. 
53508.008326/2015-25;08/10/2015;CONTRATO;02.421.421/0001-11;INTELIG TELECOMUNICAÇÕES LTDA;STFC-LOCAL;19.415.974/0001-64;NOVA TECNOLOGIA E TELECOMUNICAÇÕES S.A.;STFC-LOCAL/LDN/LDI;129;03/12/2015;15/12/2015;Classe: I. Localização: SEI. 
53508.008330/2015-93;08/10/2015;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;SMP;19.415.974/0001-64;NOVA TECNOLOGIA E TELECOMUNICAÇÕES S.A.;STFC-LOCAL/LDN/LDI;130;03/12/2015;15/12/2015;Classe: II. Localização: SEI. 
53508.008451/2015-35;15/10/2015;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LOCAL;06.126.611/0001-67;DIGI SOLUÇÕES DE COMUNICAÇÃO LTDA (TELFLEX);STFC-LOCAL;134;15/12/2015;23/12/2015;Classe: I. Localização: SEI. 
53508.008449/2015-66;15/10/2015;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LOCAL;06.126.611/0001-67;DIGI SOLUÇÕES DE COMUNICAÇÃO LTDA (TELFLEX);STFC-LOCAL;135;15/12/2015;23/12/2015;Classe: I. Localização: SEI. 
53508.008450/2015-91;15/10/2015;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;SMP;06.126.611/0001-67;DIGI SOLUÇÕES DE COMUNICAÇÃO LTDA (TELFLEX);STFC-LOCAL;136;15/12/2015;23/12/2015;Classe: II. Localização: SEI. 
53508.008578/2015-54;22/10/2015;CONTRATO;02.421.421/0001-11;INTELIG TELECOMUNICAÇÕES LTDA;STFC-LOCAL;13.114.336/0001-27;ADYLNET ACESSO A INTERNET LTDA;STFC-LOCAL;4;18/01/2016;21/01/2016;Classe: I. Localização: SEI. 
53508.008595/2015-91;23/10/2015;ADITIVO;40.432.544/0001-47;CLARO S.A.;STFC-LOCAL;06.940.034/0001-42;LOCAWEB TELECOM TELECOMUNICAÇÕES LTDA;STFC-LOCAL;54;28/03/2016;29/03/2016;Classe: I. Localização: SEI. 
53508.008596/2015-36;23/10/2015;ADITIVO;40.432.544/0001-47;CLARO S.A.;STFC-LOCAL;01.009.876/0001-61;FALKLAND TECNOLOGIA EM TELECOMUNICAÇÕES S.A. (IPCORP);STFC-LOCAL;55;28/03/2016;29/03/2016;Classe: I. Localização: SEI. 
53508.008597/2015-81;23/10/2015;ADITIVO;40.432.544/0001-47;CLARO S.A.;STFC-LOCAL;04.333.394/0001-50;TELECOMDADOS SERVIÇOS LTDA - ME;STFC-LOCAL;56;28/03/2016;29/03/2016;Classe: I. Localização: SEI. 
53508.008615/2015-24;26/10/2015;CONTRATO;40.432.544/0001-47;CLARO S.A.;STFC-LOCAL/LDN/LDI;11.676.032/0001-28;OXMAN TECNOLOGIA LTDA;STFC-LOCAL/LDN/LDI;15;26/01/2016;29/01/2016;Classe: I. Localização: SEI. Of padrão para revisão dos valores de VU-M, enviado em out/2014, Ofício reiterado em Ago/2015.
53516.006348/2015-51;27/10/2015;CONTRATO;03.420.926/0001-24;GLOBAL VILLAGE TELECOM S.A. (GVT);STFC-LOCAL/LDN/LDI;08.885.393/0001-70;VIPNET BAIXADA TELECOM E INFORMÁTICA LTDA;STFC-LOCAL/LDN/LDI;42;23/03/2016;24/03/2016;Classe: I. Localização: SEI. Of padrão para revisão dos valores de VU-M, enviado em out/2014, Ofício reiterado em Ago/2015.
53516.006349/2015-04;27/10/2015;CONTRATO;03.420.926/0001-24;GLOBAL VILLAGE TELECOM S.A. (GVT);STFC-LOCAL/LDN/LDI;05.684.180/0001-91;COMPANHIA ITABIRANA DE TELECOMUNICAÇÕES LTDA;STFC-LOCAL/LDN/LDI;29;18/03/2016;24/03/2016;Classe: I. Localização: SEI. 
53500.002643/2016-99;04/11/2015;CONTRATO;40.432.544/0001-47;CLARO S.A.;SMP;03.041.675/0001-77;SDW TECNOLOGIA E TELECOMUNICAÇÕES LTDA;STFC-LOCAL/LDN/LDI;20;15/02/2016;22/02/2016;Classe: II. Localização: DIGITALIZANDO. 
53508.008759/2015-81;04/11/2015;CONTRATO;40.432.544/0001-47;CLARO S.A.;SMP;05.262.383/0001-90;NETWORK TELECOMUNICAÇÕES LTDA;STFC-LOCAL/LDN/LDI;19;15/02/2016;22/02/2016;Classe: II. Localização: DIGITALIZANDO. Of padrão para revisão dos valores de VU-M, VU-M da ALGAR também não está discriminado, enviado em out/2014, Ofício reiterado em Ago/2015.
53508.201434/2015-75;13/11/2015;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LOCAL/LDN/LDI;14.840.419/0001-66;TERAPAR TELECOMUNICAÇÕES LTDA;STFC-LOCAL;124052;15/12/2015;29/12/2015;Classe: I. Localização: SEI. 
53508.201438/2015-53;13/11/2015;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LOCAL/LDN/LDI;05.684.180/0001-91;COMPANHIA ITABIRANA DE TELECOMUNICAÇÕES LTDA;STFC-LOCAL;128;03/12/2015;15/12/2015;Classe: I. Localização: SEI. Minuta de informe pronta/ Aguarda questão de anexação
53508.201436/2015-64;13/11/2015;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;SMP;05.684.180/0001-91;COMPANHIA ITABIRANA DE TELECOMUNICAÇÕES LTDA;STFC-LOCAL;131;03/12/2015;15/12/2015;Classe: II. Localização: SEI. Aguardando alinhamento gerencial.
53508.201440/2015-22;13/11/2015;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;SMP;14.840.419/0001-66;TERAPAR TELECOMUNICAÇÕES LTDA;STFC-LOCAL;124199;15/12/2015;29/12/2015;Classe: II. Localização: SEI. 
53508.201726/2015-16;25/11/2015;ADITIVO;40.432.544/0001-47;CLARO S.A.;STFC-LDN/LDI;03.076.075/0001-44;BT COMMUNICATIONS DO BRASIL LTDA;STFC;35;23/03/2016;24/03/2016;Classe: I. Localização: SEI. 
53500.002850/2008-33;27/11/2015;ADITIVO;40.432.544/0001-47;CLARO S.A.;STFC-LOCAL;05.352.366/0001-43;T-LESTE TELECOMUNICAÇÕES LESTE DE SÃO PAULO LTDA;STFC-LOCAL;34;23/03/2016;24/03/2016;Classe: I. Localização: SEI. Aguardando digitalização para avaliação do aditivo.
53508.201818/2015-98;30/11/2015;CONTRATO;40.432.544/0001-47;CLARO S.A.;STFC-LOCAL/LDN/LDI;08.885.393/0001-70;VIPNET BAIXADA TELECOM E INFORMÁTICA LTDA;STFC-LOCAL/LDN/LDI;8;21/01/2016;26/01/2016;Classe: I. Localização: SEI. Aguardando digitalização para avaliação do aditivo.
53508.201819/2015-32;30/11/2015;CONTRATO;40.432.544/0001-47;CLARO S.A.;SMP;14.840.419/0001-66;TERAPAR TELECOMUNICAÇÕES LTDA;STFC-LOCAL/LDN/LDI;6;21/01/2016;26/01/2016;Classe: II. Localização: SEI. Aguardando digitalização para avaliação do aditivo.
53500.001358/2016-51;30/11/2015;CONTRATO;40.432.544/0001-47;CLARO S.A.;SMP;06.913.777/0001-23;NOGUEIRA & DANTAS LTDA - ME (TELETALK);STFC-LOCAL/LDN/LDI;7;21/01/2016;26/01/2016;Classe: II. Localização: SEI. 
53500.002362/2010-41;01/12/2015;ADITIVO;40.432.544/0001-47;CLARO S.A.;STFC-LOCAL;08.022.054/0001-60;OSTARA TELECOMUNICAÇÕES LTDA;STFC-LOCAL;33;23/03/2016;24/03/2016;Classe: I. Localização: SEI. Aguardando alinhamento gerencial.
53500.011049/2007-06;01/12/2015;ADITIVO;40.432.544/0001-47;CLARO S.A.;STFC-LOCAL;71.208.516/0001-74;ALGAR TELECOM S/A;STFC-LOCAL;41;23/03/2016;24/03/2016;Classe: I. Localização: SEI. Processo oriundo de ARBITRAGEM e PADO. O Contrato foi submetido com ADITIVO. Ver e-mail da OI (Moncorvo) na pasta. Checar documentação na pasta \\Lari\scp$\CPRP\CPRP 2016\P_2016_106C_INTERCONEXÃO\ITX - TELEMAR x VIVO
53500.210604/2015-82;11/12/2015;CONTRATO;71.208.516/0001-74;ALGAR TELECOM S/A;STFC-LOCAL/LDN/LDI;15.171.237/0001-02;SUL AMERICANA SERVIÇOS DE TELEFONIA LTDA (SOUTHTECH);STFC-LOCAL/LDN/LDI;9;22/01/2016;26/01/2016;Classe: I. Localização: SEI. 
53500.210605/2015-27;11/12/2015;CONTRATO;71.208.516/0001-74;ALGAR TELECOM S/A;STFC-LOCAL/LDN/LDI;02.777.002/0001-17;TELECOM SOUTH AMERICA S/A;STFC-LOCAL/LDN/LDI;10;22/01/2016;26/01/2016;Classe: I. Localização: SEI. 
53508.202408/2015-64;22/12/2015;ADITIVO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LDN/LDI;03.197.023/0001-26;UNIVERSAL TELECOM S.A. (UNITELCO);STFC-LOCAL;17;08/03/2016;11/03/2016;Classe: I. Localização: SEI. 
53508.000400/2015-65;22/12/2015;ADITIVO;04.206.050/0001-80;TIM CELULAR S.A.;SMP;03.197.023/0001-26;UNIVERSAL TELECOM S.A. (UNITELCO);STFC-LOCAL;26;17/03/2016;24/03/2016;Classe: II. Localização: SEI. 
53500.008032/2014-92;22/12/2015;ADITIVO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LOCAL/LDN/LDI;12.935.241/0001-01;CITTÁ TELECOM LTDA;STFC-LOCAL;49;18/03/2016;01/04/2016;Classe: I. Localização: SEI. 
53500.008059/2014-85;22/12/2015;ADITIVO;04.206.050/0001-80;TIM CELULAR S.A.;SMP;12.935.241/0001-01;CITTÁ TELECOM LTDA;STFC-LOCAL;46;23/03/2016;01/04/2016;Classe: II. Localização: SEI. 
53508.202507/2015-46;29/12/2015;CONTRATO;40.432.544/0001-47;CLARO S.A.;SMP;18.996.247/0001-75;BLUE TELECOMUNICAÇÕES DO BRASIL LTDA;STFC-LOCAL/LDN/LDI;11;22/01/2016;26/01/2016;Classe: II. Localização: SEI. 
53500.001443/2016-19;29/12/2015;CONTRATO;40.432.544/0001-47;CLARO S.A.;SMP;79.956.793/0001-77;A. K. OKAMOTO - VISÃONET TELECOM LTDA - EPP;STFC-LOCAL/LDN/LDI;12;22/01/2016;26/01/2016;Classe: II. Localização: SEI. 
53508.000026/2016-89;04/01/2016;CONTRATO;40.432.544/0001-47;CLARO S.A.;SMP;00.938.920/0001-55;INFORMÁTICA ITAPIRANGA LTDA - EPP - NEDEL TELECOM;STFC-LOCAL/LDN/LDI;13;26/01/2016;29/01/2016;Classe: II. Localização: SEI. 
53508.000026/2016-89;04/01/2016;CONTRATO;40.432.544/0001-47;CLARO S.A.;SMP;08.885.393/0001-70;VIPNET BAIXADA TELECOM E INFORMÁTICA LTDA;STFC-LOCAL/LDN/LDI;14;26/01/2016;29/01/2016;Classe: II. Localização: SEI. 
53500.004465/2015-50;07/01/2016;CONTRATO;02.558.157/0001-62;TELEFÔNICA BRASIL S.A.;SMP;76.535.764/0001-43;OI S.A.;STFC-LOCAL/LDN/LDI;25;17/03/2016;24/03/2016;Classe: II. Localização: SEI. 
53508.000156/2016-11;08/01/2016;ADITIVO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LDN/LDI;01.778.972/0001-74;AMÉRICA NET LTDA;STFC-LOCAL;66;28/03/2016;01/04/2016;Classe: I. Localização: SEI. Enviado para digitalização e inclusão no SEI. Pactuação já incluída na planilha de VU-Ms. Foram anexados para análise conjunta o processo 535080067192015 (SMP-LD) e o processo 535080067202015 (Pactuação).
53508.000157/2016-66;08/01/2016;ADITIVO;04.206.050/0001-80;TIM CELULAR S.A.;SMP;01.778.972/0001-74;AMÉRICA NET LTDA;STFC-LOCAL;65;28/03/2016;01/04/2016;Classe: II. Localização: SEI. 
53508.000158/2016-19;08/01/2016;ADITIVO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LDN/LDI;01.778.972/0001-74;AMÉRICA NET LTDA;STFC-LOCAL;64;28/03/2016;01/04/2016;Classe: I. Localização: SEI. 
53508.000159/2016-55;08/01/2016;ADITIVO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LOCAL;01.778.972/0001-74;AMÉRICA NET LTDA;STFC-LDN/LDI;63;28/03/2016;01/04/2016;Classe: i. Localização: SEI. 
53508.000160/2016-80;08/01/2016;ADITIVO;04.206.050/0001-80;TIM CELULAR S.A.;SMP;01.778.972/0001-74;AMÉRICA NET LTDA;STFC-LDN/LDI;62;28/03/2016;01/04/2016;Classe: II. Localização: SEI. 
53508.000161/2016-24;08/01/2016;ADITIVO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LDN/LDI;07.716.753/0001-47;TELECOM 65 LTDA;STFC-LOCAL;32;18/03/2016;01/04/2016;Classe: I. Localização: SEI. 
53508.000162/2016-79;08/01/2016;ADITIVO;02.421.421/0001-11;INTELIG TELECOMUNICAÇÕES LTDA;STFC-LOCAL;07.716.753/0001-47;TELECOM 65 LTDA;STFC-LDN/LDI;31;18/03/2016;01/04/2016;Classe: I. Localização: SEI. 
53508.000163/2016-13;08/01/2016;ADITIVO;04.206.050/0001-80;TIM CELULAR S.A.;SMP;07.716.753/0001-47;TELECOM 65 LTDA;STFC-LDN/LDI;30;18/03/2016;01/04/2016;Classe: II. Localização: SEI. 
53508.000164/2016-68;08/01/2016;ADITIVO;02.421.421/0001-11;INTELIG TELECOMUNICAÇÕES LTDA;STFC-LOCAL;07.716.753/0001-47;TELECOM 65 LTDA;STFC-LOCAL;28;18/03/2016;01/04/2016;Classe: I. Localização: SEI. 
53508.000165/2016-11;08/01/2016;ADITIVO;04.206.050/0001-80;TIM CELULAR S.A.;SMP;07.716.753/0001-47;TELECOM 65 LTDA;STFC-LOCAL;27;18/03/2016;01/04/2016;Classe: II. Localização: SEI. 
53508.000167/2016-00;08/01/2016;ADITIVO;02.421.421/0001-11;INTELIG TELECOMUNICAÇÕES LTDA;STFC-LOCAL;08.170.849/0001-15;DESKTOP - SIGMANET COMUNICAÇÃO MULTIMÍDIA LTDA;STFC-LOCAL;60;28/03/2016;01/04/2016;Classe: I. Localização: SEI. 
53508.000168/2016-46;08/01/2016;ADITIVO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LDN/LDI;08.170.849/0001-15;DESKTOP - SIGMANET COMUNICAÇÃO MULTIMÍDIA LTDA;STFC-LOCAL;59;28/03/2016;01/04/2016;Classe: I. Localização: SEI. 
53508.000169/2016-91;08/01/2016;ADITIVO;04.206.050/0001-80;TIM CELULAR S.A.;SMP;08.170.849/0001-15;DESKTOP - SIGMANET COMUNICAÇÃO MULTIMÍDIA LTDA;STFC-LOCAL;57;28/03/2016;01/04/2016;Classe: II. Localização: SEI. 
53508.000342/2016-51;18/01/2016;CONTRATO;40.432.544/0001-47;CLARO S.A.;SMP;08.228.429/0001-42;BRASILFONE TELECOMUNICAÇÕES LTDA - ME;STFC-LOCAL/LDN/LDI;44;23/03/2016;24/03/2016;Classe: II. Localização: SEI. 
53508.000414/2016-60;22/01/2016;CONTRATO;40.432.544/0001-47;CLARO S.A.;STFC-LOCAL/LDN/LDI;08.228.429/0001-42;BRASILFONE TELECOMUNICAÇÕES LTDA - ME;STFC-LOCAL/LDN/LDI;45;23/03/2016;24/03/2016;Classe: I. Localização: SEI. 
53508.000415/2016-12;22/01/2016;CONTRATO;40.432.544/0001-47;CLARO S.A.;STFC-LOCAL/LDN/LDI;07.775.840/0001-75;TUBARON TECNOLOGIAS LTDA;STFC-LOCAL/LDN/LDI;39;23/03/2016;24/03/2016;Classe: I. Localização: SEI. 
53508.000416/2016-59;22/01/2016;ADITIVO;40.432.544/0001-47;CLARO S.A.;STFC-LOCAL/LDN/LDI;01.778.972/0001-74;AMÉRICA NET LTDA;STFC-LOCAL/LDN/LDI;52;28/03/2016;29/03/2016;Classe: I. Localização: SEI. 
53508.000416/2016-59;22/01/2016;ADITIVO;40.432.544/0001-47;CLARO S.A.;STFC-LOCAL/LDN/LDI;06.172.384/0001-06;VIACOM NEXT GENERATION COMUNICAÇÃO LTDA - EPP;STFC-LOCAL/LDN/LDI;51;28/03/2016;29/03/2016;Classe: I. Localização: SEI. No texto do Aditivo não é possível identificar para qual(ais) modalidade(s) se aplica o aditivo. Optei pelo contrato LOC-LOC (535000024032010). Solicitação de Inclusão no SEI do processo antigo em 18/02/2016.
53508.000416/2016-59;22/01/2016;ADITIVO;40.432.544/0001-47;CLARO S.A.;STFC-LOCAL/LDN/LDI;06.012.825/0001-02;VOITEL TELECOMUNICAÇÕES LTDA;STFC-LOCAL/LDN/LDI;50;28/03/2016;29/03/2016;Classe: I. Localização: SEI. 
53508.000416/2016-59;22/01/2016;ADITIVO;40.432.544/0001-47;CLARO S.A.;STFC-LOCAL/LDN/LDI;07.716.753/0001-47;TELECOM 65 LTDA;STFC-LOCAL/LDN/LDI;48;28/03/2016;29/03/2016;Classe: I. Localização: SEI. 
53508.000416/2016-59;22/01/2016;ADITIVO;40.432.544/0001-47;CLARO S.A.;STFC-LOCAL/LDN/LDI;07.401.988/0001-40;FONAR TELECOMUNICAÇÃO BRASILEIRA LTDA - ME;STFC-LOCAL/LDN/LDI;47;28/03/2016;29/03/2016;Classe: I. Localização: SEI. 
53500.006411/2016-18;22/01/2016;ADITIVO;40.432.544/0001-47;CLARO S.A.;STFC-LOCAL/LDN/LDI;02.558.157/0001-62;TELEFÔNICA BRASIL S.A.;STFC-LOCAL/LDN/LDI;53;29/03/2016;01/04/2016;Classe: I. Localização: SEI. 
53508.000480/2016-30;26/01/2016;ADITIVO;40.432.544/0001-47;CLARO S.A.;STFC-LOCAL/LDN/LDI;05.663.379/0001-33;GT GROUP INTERNATIONAL BRASIL TELECOMUNICAÇÕES LTDA;STFC-LOCAL/LDN/LDI;82;04/04/2016;07/04/2016;Classe: I. Localização: SEI. 
53508.000516/2016-85;27/01/2016;CONTRATO;40.432.544/0001-47;CLARO S.A.;SMP;19.415.974/0001-64;NOVA TECNOLOGIA E TELECOMUNICAÇÕES S.A.;STFC-LOCAL/LDN/LDI;58;28/03/2016;01/04/2016;Classe: II. Localização: SEI. 
53508.000604/2016-87;29/01/2016;CONTRATO;40.432.544/0001-47;CLARO S.A.;SMP;06.089.278/0001-63;TCHETURBO PROVEDOR DE INTERNET EIRELI;STFC-LOCAL/LDN/LDI;67;29/03/2016;01/04/2016;Classe: II. Localização: SEI. Solicitação de Inclusão no SEI do processo antigo em 18/02/2016.
53500.003593/2010-71;04/02/2016;ADITIVO;40.432.544/0001-47;CLARO S.A.;STFC-LOCAL;02.952.192/0001-61;CABO SERVIÇOS DE TELECOMUNICAÇÕES LTDA;STFC-LOCAL;71;29/03/2016;01/04/2016;Classe: I. Localização: SEI. Solicitação de Inclusão no SEI do processo antigo em 18/02/2016.
53508.000778/2016-40;05/02/2016;CONTRATO;40.432.544/0001-47;CLARO S.A.;SMP;13.049.421/0001-59;UNIVERSO SERVIÇOS DE TELECOMUNICAÇÕES LTDA;STFC-LDN/LDI;61;28/03/2016;01/04/2016;Classe: II. Localização: SEI. Solicitação de Inclusão no SEI do processo antigo em 18/02/2016.
53508.000998/2016-73;16/02/2016;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;SMP;08.885.393/0001-70;VIPNET BAIXADA TELECOM E INFORMÁTICA LTDA;STFC-LOCAL;78;29/03/2016;01/04/2016;Classe: II. Localização: SEI. 
53508.000999/2016-18;16/02/2016;CONTRATO;02.421.421/0001-11;INTELIG TELECOMUNICAÇÕES LTDA;STFC-LOCAL;08.885.393/0001-70;VIPNET BAIXADA TELECOM E INFORMÁTICA LTDA;STFC-LOCAL;77;29/03/2016;01/04/2016;Classe: I. Localização: SEI. 
53508.001010/2016-93;16/02/2016;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;SMP;07.656.757/0001-87;VOCÊ TELECOMUNICAÇÕES LTDA;STFC-LOCAL;76;29/03/2016;01/04/2016;Classe: II. Localização: SEI. 
53508.001007/2016-70;16/02/2016;CONTRATO;02.421.421/0001-11;INTELIG TELECOMUNICAÇÕES LTDA;STFC-LOCAL;18.515.241/0001-85;MIGTEL TELECOMUNICAÇÕES LTDA;STFC-LOCAL;73;29/03/2016;01/04/2016;Classe: I. Localização: SEI. 
53500.020534/2014-91;16/02/2016;ADITIVO;04.206.050/0001-80;TIM CELULAR S.A.;SMP;05.352.366/0001-43;T-LESTE TELECOMUNICAÇÕES LESTE DE SÃO PAULO LTDA;STFC-LOCAL/LDN/LDI;69;29/03/2016;01/04/2016;Classe: II. Localização: SEI. 
53500.000641/2009-36;16/02/2016;ADITIVO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LOCAL/LDN/LDI;05.352.366/0001-43;T-LESTE TELECOMUNICAÇÕES LESTE DE SÃO PAULO LTDA;STFC-LOCAL/LDN/LDI;72;29/03/2016;01/04/2016;Classe: I. Localização: SEI. 
53500.016019/2011-64;16/02/2016;ADITIVO;04.206.050/0001-80;TIM CELULAR S.A.;SMP;08.922.377/0001-00;SPIN TELECOMUNICAÇÕES E REPRESENTAÇÕES LTDA;STFC-LOCAL/LDN/LDI;75;29/03/2016;01/04/2016;Classe: II. Localização: SEI. 
53508.001001/2016-01;16/02/2016;CONTRATO;02.421.421/0001-11;INTELIG TELECOMUNICAÇÕES LTDA;STFC-LOCAL;07.656.757/0001-87;VOCÊ TELECOMUNICAÇÕES LTDA;STFC-LOCAL;74;04/04/2016;07/04/2016;Classe: I. Localização: SEI. 
53508.001002/2016-47;16/02/2016;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;SMP;18.515.241/0001-85;MIGTEL TELECOMUNICAÇÕES LTDA;STFC-LDN/LDI;83;04/04/2016;07/04/2016;Classe: II. Localização: SEI. Solicitação de Inclusão no SEI do processo antigo em 18/02/2016.
53508.001003/2016-91;16/02/2016;CONTRATO;02.421.421/0001-11;INTELIG TELECOMUNICAÇÕES LTDA;STFC-LOCAL;18.515.241/0001-85;MIGTEL TELECOMUNICAÇÕES LTDA;STFC-LDN/LDI;81;04/04/2016;07/04/2016;Classe: I. Localização: SEI. Solicitação de Inclusão no SEI do processo antigo em 18/02/2016.
53508.001004/2016-36;16/02/2016;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;SMP;18.515.241/0001-85;MIGTEL TELECOMUNICAÇÕES LTDA;STFC-LOCAL;84;04/04/2016;07/04/2016;Classe: II. Localização: SEI. 
53500.006256/2012-06;16/02/2016;ADITIVO;02.421.421/0001-11;INTELIG TELECOMUNICAÇÕES LTDA;STFC-LOCAL;08.922.377/0001-00;SPIN TELECOMUNICAÇÕES E REPRESENTAÇÕES LTDA;STFC-LOCAL/LDN/LDI;79;04/04/2016;12/04/2016;Classe: I. Localização: SEI. 
